RSST_Accruals,recch,invch,Soft_Assets,Change_Cash_Sales,Delta_ROA,Issued,Misstated,Sentiment_Negative,Sentiment_Neutral,Sentiment_Positive
0.0146652892090185,0.0624966242977214,0.0663747769427082,-0.2277613577040012,-0.203868465245273,0.0047002958693796,0,False,1,0,0
0.0128595772530469,0.0567547057922714,0.0634300068432681,-0.4946440627479353,-0.2076354656007066,0.0046482825275593,0,False,1,0,0
0.0092055636379931,0.0802308141563486,0.061342155374051,-0.2659115912507174,-0.2114365904517549,0.0046648892431995,0,False,1,0,0
0.0188230191945465,0.0511246428421224,0.0635341626988753,-0.445178103682764,-0.2121357352902913,0.0048215953393581,0,False,1,0,0
0.0041649925455874,0.0535515694359253,0.0627056502110907,-0.1630923507493814,-0.2126036119954175,0.0046523166046299,1,False,0,0,1
0.0146159187114203,0.057520746867969,0.0626819784257255,-0.5247320895471516,-0.2126338443071823,0.0047101090740197,0,False,1,0,0
0.0095807110554243,0.0491417489072415,0.0625352133564608,-0.484010816209507,-0.2125245010957695,0.004713937435502,1,False,0,0,1
0.0097816486453097,0.0561954280157665,0.061952887436475,-0.1904765275045831,-0.2128305353654603,0.0044296018764358,0,False,0,0,1
0.0127193244227353,0.0496569623740823,0.0611338436628366,1.2167926004063303,-0.2124653036948888,0.0048167546378046,0,False,0,1,0
0.0065002493650193,0.0547887596687998,0.0588092743399666,0.910427614925978,-0.2119147859698786,0.0046097003017621,0,False,0,0,1
0.0001059345685769,1.332121578647135,0.0625825569271913,-0.591438247638801,1.6214847486507566,0.0025611261848375,0,False,1,0,0
0.0001059345685769,1.332121578647135,0.0625825569271913,-0.591438247638801,1.6214847486507566,0.0025611261848375,0,False,1,0,0
0.0131362824899358,0.0569411317177731,0.0578529342112096,0.8624588489728044,-0.2118576704347781,0.0047483916371145,0,True,0,0,1
-0.0016798155904392,0.0523584435127149,0.0536156846308255,0.8897979563238649,-0.211893876796173,0.0047195691343635,0,True,0,0,1
0.0099447571076454,0.0534736095034428,0.0578339967829174,0.8341152803921655,-0.2114311594975456,0.0046355813801313,0,True,1,0,0
0.0171198702965456,0.0553582061321502,0.0609539380940605,0.9094938629221784,-0.2115169685740517,0.0048082789047845,0,False,1,0,0
0.0130054030109341,0.052046603782785,0.0674163354987803,0.6373619745653909,-0.2110626692544486,0.0047833462369003,0,False,1,0,0
0.0118625051455201,0.0513754704509791,0.0653994993856589,0.8864660206499168,-0.2113624579267987,0.0045037458711919,0,False,0,1,0
0.0037353738196434,0.0561784802043573,0.0545720247595826,1.4355822240010123,-0.212019603386117,0.004308455545794,0,False,0,1,0
-0.0061690215993132,0.0612390966911559,0.0520296750113522,1.5505841249975274,-0.2126036119954175,0.004406839902695,0,False,1,0,0
0.0295567369162296,0.0480638681016139,0.0630039147066932,1.3149658640024418,-0.2112846142497996,0.0057132219088803,0,False,1,0,0
0.0147921590325259,0.0498772839224024,0.0624926041428033,1.2475061333764212,-0.2114704433996592,0.0043451591524642,0,False,1,0,0
0.013575021911432,0.0520364350959394,0.0647603611807965,1.130477565575908,-0.211529097705119,0.0046770665553014,0,False,1,0,0
0.0203095756647924,0.0528533196058647,0.0552727096063947,1.1133148161629638,-0.2114229225503283,0.0048821488366967,0,False,0,1,0
0.0122856367524798,0.0109244341794086,0.0180511942980379,-0.5616216804493568,-0.1654327876633375,0.0046938542817548,0,False,0,0,1
0.0122856367524798,0.0109244341794086,0.0180511942980379,-0.5616216804493568,-0.1654327876633375,0.0046938542817548,0,False,0,1,0
0.0125707559247007,-0.1105540884397312,-0.0323697085299957,-0.409836486024615,-0.1554942319763285,0.004693491160048,0,False,0,0,1
0.0126748416514438,0.1805516890121952,0.073869264189354,-0.4625799365906324,-0.1575886794671226,0.0046933698698592,0,False,0,0,1
0.012721655261478,0.1203564524488618,0.0214031191057607,-0.561233795139697,-0.1608668939437244,0.0046962463922428,0,False,0,0,1
0.0124296032255662,0.0212625991390441,0.0653710932432206,-0.3448093904917731,-0.1541193859182589,0.0046923490317083,0,False,0,0,1
0.0124290385543369,0.0779869239257655,0.2263202962987916,-0.5383452491485466,-0.1589745684654176,0.004708903272079,0,False,0,0,1
0.0119290621566736,-0.0357939027512983,0.0902974832328541,-0.5751159308683168,-0.1557643314323348,0.0046927025951295,0,False,1,0,0
0.013409635448716,0.0707366502048932,0.0276856109417044,-0.6407999052657543,-0.1662866241809338,0.0046957704136973,0,False,0,0,1
0.0128867893207034,0.0084025998417139,0.1125016179054811,-0.6863310035118088,-0.1721678044941217,0.0046999290253815,0,False,1,0,0
0.0133836225456848,-0.026940366071112,0.062729321996456,-0.7709393037868486,-0.1638244105742705,0.004708746926815,0,False,1,0,0
0.0368058529773489,0.1437410426313291,0.0067171434651447,-0.4029849600148672,-0.1788946748935921,0.0046457056636203,0,False,1,0,0
0.0129263614030815,0.0234115816257355,0.0966699278531859,-0.360772521315755,-0.1700693743035742,0.0047134210312454,0,False,0,0,1
0.0117944125375235,0.0166324570620401,0.0876746494143818,-0.3213517914343397,-0.1799084530126505,0.004699901983506,0,False,0,0,1
0.0117989707595357,0.0203609755720726,0.0630559926344968,-0.4305745444530524,-0.177111511594891,0.0047001883125427,0,False,0,0,1
0.009249065954062,-0.0006543105753831,0.0569013284395256,-0.6334448830881994,-0.1674806194638356,0.0046256793414859,0,False,0,1,0
0.0126980615325756,0.0569682482160278,0.0569013284395256,-0.697430994011629,-0.1722055496258759,0.0047651436893448,0,False,1,0,0
0.012609904399548,0.0790004030480379,0.1189214060965434,-0.4993661291390522,-0.1737443199851611,0.0046909881160357,0,False,0,1,0
0.0127999975133039,-0.0060776102263394,-0.0103265419978525,-0.5437271556811544,-0.1679422505716211,0.0047002354980146,0,False,0,0,1
0.0124833582930394,-0.0176021219846216,-0.1386276186776376,-0.4628184377696118,-0.1662677063571049,0.0046848435513505,0,False,0,1,0
